z,log_mstar,logstellardens,sigma
0.08174,10.9646,8.69103,126.6184
0.09896,10.3914,8.52183,198.2207
0.09536,10.6555,8.73573,115.9642
0.09485,10.2505,8.72335,134.2865
0.07875,10.7615,8.80849,133.67551
0.2112,11.0222,8.47693,212.57401
0.08268,10.7695,8.45785,94.027
0.15829,10.8584,9.11802,184.092
0.08554,10.6335,8.85591,145.09779
0.11083,10.6778,8.59132,94.4569
0.18597,10.9198,8.42339,134.8564
0.13665,10.3895,8.29949,146.3219
0.10967,11.1156,8.43995,139.3943
0.11367,10.99,8.9337,186.59689
0.08338,10.7507,8.92848,150.3244
0.08335,10.461,8.73322,123.4948
0.13829,10.9422,8.82701,202.4729
0.11089,10.7373,8.588,132.5752
0.21497,11.2319,8.76925,178.35651
0.08194,10.336,8.72862,108.8236
0.08425,10.6844,8.86635,108.2558
0.08452,10.6154,8.93668,172.86189
0.09477,10.3888,8.73588,100.1544
0.11234,10.8292,8.73917,118.2859
0.07315,10.2316,8.49159,81.0719
0.04728,10.7867,8.25331,95.1086
0.08369,10.5076,8.96798,144.7959
0.08441,10.8431,9.10697,111.7663
0.11138,10.9124,8.80154,162.6055
0.08747,10.7619,8.70005,122.2172
0.11089,11.0678,8.24361,110.1151
0.09468,10.7413,8.93211,142.58389
0.08596,10.8398,9.18227,181.41811
0.09475,11.0149,9.19928,92.8369
0.03935,10.7496,8.4592,108.2153
0.08383,10.5332,9.03023,142.4796
0.12111,10.9583,8.89706,138.5862
0.08244,10.4327,8.70725,93.4803
0.09132,10.6161,8.83783,128.6937
0.08161,10.6266,8.63083,78.9959
0.08447,11.002,8.71945,168.1095
0.08583,10.5064,8.44312,0.0
0.21101,11.2406,8.52666,141.26289
0.06314,10.2639,8.43506,68.9492
0.08818,10.6809,8.63626,65.243
0.08384,10.268,8.62226,73.8529
0.08239,10.6593,8.70304,105.1233
0.13864,11.318,9.16958,229.36909
0.0905,11.4233,9.14415,320.23969
0.13835,10.5386,8.30385,132.72321
0.08457,10.5806,8.63498,104.4283
0.08508,10.2564,8.41901,90.4146
0.12021,10.8533,8.81605,138.2977
0.08015,10.7908,8.50265,115.1319
0.08575,10.7308,8.78333,133.98911
0.09059,10.625,8.99562,107.8191
0.07134,10.6387,8.70729,117.1537
0.06406,10.0815,8.02231,53.4256
0.10297,10.8567,8.69257,106.5064
0.06492,10.3736,8.84115,102.7887
0.14532,11.0044,8.23833,112.3587
0.09298,10.7885,8.76473,145.7346
0.09615,11.0485,9.02362,195.16631
0.0971,10.9022,9.06092,180.8674
0.0811,10.5803,8.76663,100.8855
0.06452,10.9227,9.07898,180.8992
0.07089,10.4621,8.96238,142.7525
0.07112,10.3985,8.56877,93.6127
0.07282,10.5448,8.8522,147.03641
0.21212,11.1849,8.76283,152.25639
0.07918,10.6009,8.97719,138.967
0.07436,10.8226,8.80425,100.9233
0.07425,11.3473,8.92806,196.2737
0.04803,10.6631,8.54008,49.7178
0.07343,10.9159,8.95932,133.7355
0.13828,10.8115,8.73282,149.57581
0.14246,10.546,8.39474,55.7232
0.16025,11.0646,8.74835,180.66051
0.17959,11.2354,8.8735,172.29691
0.15184,11.028,8.58614,170.7997
0.04718,10.16,8.99465,94.6564
0.11127,10.517,8.73956,100.9843
0.08143,10.4347,8.37463,107.2115
0.19711,11.0673,8.92929,187.4095
0.04722,10.7529,8.93821,129.0419
0.18489,11.3754,8.56741,228.6591
0.17971,11.2478,8.87716,129.98981
0.18395,11.0053,8.75203,229.9444
0.02411,9.8856,8.04188,0.0
0.03338,10.3142,9.15512,152.8308
0.15091,11.1911,8.95822,209.6989
0.13985,11.0024,8.96254,207.8932
0.08041,11.2247,9.25815,239.256
0.04817,10.2769,8.75756,77.3754
0.17965,10.9891,8.65054,131.42841
0.12454,10.5861,8.53132,125.5558
0.13782,10.9499,8.88871,172.05431
0.02394,9.7401,9.19299,100.9836
0.04773,10.5234,8.30998,44.0608
0.1115,10.8841,8.91656,153.3963
0.07792,10.0825,8.179,14.3206
0.07985,11.2658,8.79558,225.5717
0.07882,11.0833,8.89405,192.4903
0.16064,11.2451,8.80189,145.2298
0.16012,11.0121,8.68188,171.4883
0.10366,10.7979,9.1318,239.9584
0.08498,10.6173,8.55949,93.7224
0.10721,10.6123,8.47338,91.7879
0.08374,10.8342,9.09114,218.7276
0.06316,10.2312,8.58286,38.1062
0.08362,10.4729,8.89726,167.8318
0.07544,11.4105,9.21264,286.41641
0.09242,10.4218,8.68462,148.9308
0.09257,10.4167,8.97506,113.965
0.07496,10.9894,8.47828,93.0495
0.08302,10.6276,8.4641,110.7468
0.18036,11.0725,8.84468,220.4798
0.04526,9.9454,8.66199,95.6263
0.12817,10.7017,8.59327,107.4713
0.11569,11.0148,8.60807,168.31979
0.07563,10.4441,9.14533,155.1671
0.10738,10.493,8.52241,73.5865
0.0948,10.8003,8.88967,133.73
0.08482,11.0042,9.09565,202.2074
0.11188,10.677,9.05451,164.0383
0.09294,10.6703,8.99757,133.7314
0.17677,11.0324,8.70605,154.1049
0.17365,10.9767,8.63315,125.9553
0.07441,10.7026,8.93363,129.8511
0.08135,11.0385,8.66797,155.18671
0.08195,10.8144,8.53577,87.2589
0.08432,11.0592,9.11889,216.9864
0.10924,10.9222,9.06942,170.7473
0.17035,11.0353,8.62904,93.8927
0.08688,10.3937,8.82494,123.6816
0.10557,10.6062,8.8563,122.4984
0.22086,11.5068,8.97378,239.56531
0.0822,10.5726,9.15844,170.40781
0.11022,10.7918,8.94639,141.4431
0.08171,11.3946,8.76124,256.12579
0.08135,10.8002,8.68986,130.91029
0.08791,10.7289,9.19032,159.7135
0.08231,10.3902,8.78593,108.5276
0.08887,10.7151,8.63272,105.6963
0.11027,10.8025,8.76801,129.6931
0.11089,10.5793,8.297,119.3247
0.11009,11.0858,9.02419,200.3015
0.0858,10.9632,8.62353,95.4855
0.08231,10.4822,8.60108,88.2735
0.08246,10.5075,8.85335,52.3102
0.08077,10.7215,8.69602,109.9021
0.08392,10.2456,8.48089,0.0
0.04758,11.085,9.34641,285.39481
0.1097,10.8074,8.87724,89.9235
0.11727,11.0387,8.91277,180.40939
0.08188,11.4652,9.41247,288.39581
0.03769,9.9489,8.14387,73.7774
0.08326,10.1119,8.47778,100.6497
0.10988,11.601,8.97523,293.1579
0.11035,10.7386,8.3565,89.1475
0.10701,10.5624,8.79634,91.8062
0.03347,10.8752,8.98066,96.1189
0.10797,10.8803,8.78548,140.8479
0.0729,10.8979,8.72926,102.5154
0.15817,11.1743,8.96873,196.5666
0.08039,10.6111,8.61941,131.5575
0.07882,10.8115,9.11412,132.1615
0.05381,10.811,8.95119,126.3966
0.08058,11.4721,8.751,177.36259
0.07549,10.7537,8.85927,75.4929
0.078,11.1838,9.25556,235.6698
0.21385,11.4597,8.55769,187.24741
0.04844,10.3925,9.08541,115.7558
0.02406,9.8354,9.08137,83.8987
0.0769,10.3862,8.56148,109.6938
0.0736,10.9442,8.56684,110.4616
0.07416,10.4358,8.85025,128.9332
0.07892,10.8743,8.65377,102.8416
0.1107,10.9928,8.96178,189.4984
0.11123,10.7051,8.78305,105.1817
